cust_id,income,age,years_with_bank,nbr_children,gender,marital_status,city_name,state_code,female,single,married,separated,ccacct,ckacct,svacct,avg_cc_bal,avg_ck_bal,avg_sv_bal,avg_cc_tran_amt,avg_cc_tran_cnt,avg_ck_tran_amt,avg_ck_tran_cnt,avg_sv_tran_amt,avg_sv_tran_cnt,ccrev
1363097,21663,54,4,1,F ,2 ,Honolulu                                ,HI  ,1,0,1,0,1,1,1,-533.63,174.98,76.99,169.82264150943396,4.416666666666667,130.84404255319149,9.4,105.86,0.4166666666666667,27.0
1363076,47083,43,3,1,F ,2 ,New York City                           ,NY  ,1,0,1,0,0,1,1,-1001.07,949.88,0.0,583.1886842105263,3.1666666666666665,292.5905882352941,4.25,0.0,0.0,57.0
1363322,66930,58,8,0,F ,2 ,Indianapolis                            ,IN  ,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363261,19494,46,6,0,F ,1 ,New York City                           ,NY  ,1,1,0,0,0,1,1,-404.43,2467.21,657.45,182.13764705882352,4.25,143.44810126582277,26.333333333333332,144.20583333333335,2.6666666666666665,23.0
1362986,41650,30,0,3,M ,3 ,Boston                                  ,MA  ,0,0,0,1,1,1,1,-317.36,5705.17,774.05,198.66761904761904,2.1,220.00944444444445,1.5,245.295,1.0,45.0
1363180,0,15,7,0,M ,1 ,Chicago                                 ,IL  ,0,1,0,0,1,0,0,0.0,0.0,629.75,0.0,0.0,0.0,0.0,146.56555555555556,1.5,0.0
1362752,47668,54,3,0,F ,1 ,Los Angeles                             ,CA  ,1,1,0,0,1,0,1,-2034.67,577.05,604.81,441.61785714285713,3.5,293.24,3.4166666666666665,0.0,0.0,67.0
1363444,3171,22,1,1,F ,2 ,Sacramento                              ,CA  ,1,0,1,0,0,1,1,-683.01,191.71,0.0,177.1089090909091,5.5,93.54245283018868,26.5,0.0,0.0,10.0
1362670,8877,26,5,0,F ,1 ,Los Angeles                             ,CA  ,1,1,0,0,0,0,0,0.0,781.98,0.0,0.0,0.0,145.3208,37.5,0.0,0.0,0.0
1362813,15684,53,3,2,F ,2 ,Chicago                                 ,IL  ,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362860,0,15,7,0,F ,1 ,Los Angeles                             ,CA  ,1,1,0,0,1,0,0,0.0,0.0,2629.91,0.0,0.0,0.0,0.0,221.44708333333332,2.0,0.0
1363036,24326,60,0,0,F ,2 ,Milwaukee                               ,WI  ,1,0,1,0,0,1,1,-709.79,2635.17,0.0,183.85978260869564,5.111111111111111,150.636582278481,9.875,0.0,0.0,31.0
1363160,18548,38,8,0,F ,1 ,Los Angeles                             ,CA  ,1,1,0,0,1,1,0,-320.94,0.0,234.23,195.42109375,5.333333333333333,0.0,0.0,115.34652173913044,1.9166666666666667,21.0
1362607,24450,44,4,1,M ,2 ,Seattle                                 ,WA  ,0,0,1,0,0,1,1,-383.61,246.37,0.0,247.8750819672131,5.083333333333333,157.0186,25.0,0.0,0.0,27.0
1362975,36330,46,6,1,M ,2 ,Omaha                                   ,NB  ,0,0,1,0,0,1,0,-442.66,524.96,0.0,208.2616129032258,2.5833333333333335,254.6874,16.666666666666668,0.0,0.0,41.0
1363055,34473,52,2,1,M ,2 ,Milwaukee                               ,WI  ,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363179,19334,42,2,2,F ,4 ,Chicago                                 ,IL  ,1,0,0,0,0,0,1,0.0,537.74,0.0,0.0,0.0,122.54379310344828,6.444444444444445,0.0,0.0,0.0
1363072,7495,88,8,0,M ,2 ,El Paso                                 ,TX  ,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362557,19282,40,0,4,M ,4 ,Oakland                                 ,CA  ,0,0,0,0,1,1,1,-815.04,1782.45,554.95,150.0,4.0,166.14260869565217,4.6,135.67764705882354,1.4166666666666667,27.0
1362643,6356,18,3,0,F ,1 ,Rochester                               ,NY  ,1,1,0,0,0,0,1,-422.16,3219.35,424.93,281.538,5.0,151.06851851851852,2.25,100.83375,0.8888888888888888,10.0
1362771,24344,32,2,2,F ,2 ,Chicago                                 ,IL  ,1,0,1,0,1,1,1,-982.69,151.37,443.88,202.79140845070424,5.916666666666667,129.3364,50.0,253.6204347826087,1.9166666666666667,34.0
1363339,0,14,6,0,F ,1 ,Los Angeles                             ,CA  ,1,1,0,0,1,0,0,0.0,0.0,424.24,0.0,0.0,0.0,0.0,110.1704,2.0833333333333335,0.0
1363404,0,17,2,0,M ,1 ,Toledo                                  ,OH  ,0,1,0,0,1,0,1,0.0,228.87,297.08,0.0,0.0,98.76823529411764,17.0,126.01375,1.3333333333333333,0.0
1363053,55061,30,0,0,M ,1 ,Baltimore                               ,MD  ,0,1,0,0,0,1,0,-223.79,0.0,0.0,510.7782352941176,2.125,0.0,0.0,0.0,0.0,57.0
1362811,8011,82,2,0,F ,2 ,Philadelphia                            ,PA  ,1,0,1,0,0,1,1,-421.9,1023.37,0.0,156.27444444444444,5.25,141.74652777777777,18.0,0.0,0.0,11.0
1362797,17912,32,2,3,F ,2 ,Seattle                                 ,WA  ,1,0,1,0,0,1,0,-154.02,0.0,0.0,118.95,1.75,0.0,0.0,0.0,0.0,20.0
1363154,2925,29,8,2,F ,4 ,Sacramento                              ,CA  ,1,0,0,0,0,0,1,0.0,136.98,0.0,0.0,0.0,103.65094339622641,13.25,0.0,0.0,0.0
1362563,14711,73,3,0,M ,2 ,Chicago                                 ,IL  ,0,0,1,0,0,1,0,-705.16,462.26,0.0,151.05461538461537,5.2,150.33089285714286,28.0,0.0,0.0,21.0
1362668,0,13,5,0,M ,1 ,Long Beach                              ,CA  ,0,1,0,0,1,0,0,0.0,0.0,962.36,0.0,0.0,0.0,0.0,139.5205,1.6666666666666667,0.0
1362954,43317,30,0,3,F ,2 ,San Jose                                ,CA  ,1,0,1,0,0,1,1,-547.13,4640.51,0.0,396.44871794871796,4.333333333333333,230.51685714285713,5.833333333333333,0.0,0.0,49.0
1363108,27814,24,3,2,F ,2 ,Austin                                  ,TX  ,1,0,1,0,1,1,1,-292.75,270.08,266.74,179.6469696969697,2.75,0.0,0.0,135.93333333333334,0.75,30.0
1362605,16957,34,4,0,F ,2 ,Nashville                               ,TN  ,1,0,1,0,1,1,1,-356.3,215.51,602.92,198.49935483870968,2.5833333333333335,112.75538461538461,3.25,0.0,0.0,20.0
1362666,0,15,7,0,F ,1 ,Long Beach                              ,CA  ,1,1,0,0,1,0,0,0.0,0.0,493.28,0.0,0.0,0.0,0.0,113.82888888888888,0.75,0.0
1363217,15724,41,1,0,F ,1 ,San Diego                               ,CA  ,1,1,0,0,0,1,0,-1169.68,452.84,0.0,227.4061842105263,6.333333333333333,140.19681818181817,11.0,0.0,0.0,27.0
1362862,0,15,5,0,M ,1 ,Los Angeles                             ,CA  ,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362973,17242,60,0,0,F ,1 ,Philadelphia                            ,PA  ,1,1,0,0,1,1,1,-477.69,1113.12,2335.98,144.31065217391304,4.181818181818182,138.4092957746479,14.2,97.232,0.8333333333333334,22.0
1362925,15077,74,4,0,F ,2 ,Baltimore                               ,MD  ,1,0,1,0,1,1,0,-466.58,0.0,1723.81,153.49355555555556,3.75,0.0,0.0,179.96736842105264,1.5833333333333333,19.0
1363255,17559,51,1,0,F ,2 ,Los Angeles                             ,CA  ,1,0,1,0,0,0,1,0.0,257.21,0.0,0.0,0.0,129.41,9.166666666666666,0.0,0.0,0.0
1362502,15530,57,7,2,M ,2 ,Long Beach                              ,CA  ,0,0,1,0,1,0,0,0.0,0.0,719.98,0.0,0.0,0.0,0.0,128.71125,0.6666666666666666,0.0
1363200,21015,18,3,0,M ,1 ,Sacramento                              ,CA  ,0,1,0,0,1,1,1,-296.2,775.23,1157.44,155.4617142857143,3.5,130.1417910447761,9.571428571428571,214.6705882352941,1.4166666666666667,23.0
1362637,23973,45,5,0,F ,1 ,Honolulu                                ,HI  ,1,1,0,0,1,1,1,-1044.38,169.23,86.48,98.4444,3.5714285714285716,118.44574074074075,18.0,126.9,0.25,34.0
1363215,57723,57,7,1,M ,4 ,New York City                           ,NY  ,0,0,0,0,1,1,1,-2593.33,6201.9,1026.53,735.5210810810811,3.0833333333333335,402.576,0.8333333333333334,253.62454545454545,0.9166666666666666,83.0
1363434,41069,57,7,0,M ,1 ,New York City                           ,NY  ,0,1,0,0,0,0,1,0.0,1741.37,1395.49,0.0,0.0,278.72328571428574,14.0,268.9753846153846,13.0,0.0
1362893,0,15,7,0,M ,1 ,Portland                                ,OR  ,0,1,0,0,1,0,0,0.0,0.0,290.66,0.0,0.0,0.0,0.0,170.713,0.8333333333333334,0.0
1362864,17612,30,0,3,F ,4 ,New York City                           ,NY  ,1,0,0,0,1,1,1,0.0,156.52,175.22,0.0,0.0,126.9359375,4.0,0.0,0.0,0.0
1362622,34797,69,9,0,M ,1 ,Riverside                               ,CA  ,0,1,0,0,1,0,1,-1120.32,4230.15,11716.17,359.71775,5.714285714285714,284.555875,16.0,265.6805882352941,1.4166666666666667,45.0
1362523,0,13,5,0,F ,1 ,Los Angeles                             ,CA  ,1,1,0,0,1,0,0,0.0,0.0,260.78,0.0,0.0,0.0,0.0,79.68666666666667,1.0,0.0
1362565,27492,49,9,0,F ,1 ,Long Beach                              ,CA  ,1,1,0,0,1,1,1,-539.64,4346.05,649.96,203.36461538461538,4.333333333333333,240.91882352941175,9.714285714285714,225.62,0.6666666666666666,33.0
1362681,30224,73,3,0,M ,2 ,San Diego                               ,CA  ,0,0,1,0,1,0,0,0.0,0.0,3781.01,0.0,0.0,0.0,0.0,291.77476190476193,1.75,0.0
1363230,5940,28,3,1,F ,2 ,Louisville                              ,KY  ,1,0,1,0,0,0,1,0.0,1537.75,0.0,0.0,0.0,121.02049180327869,7.625,0.0,0.0,0.0
1362624,28867,77,7,0,F ,2 ,Houston                                 ,TX  ,1,0,1,0,1,1,0,-691.38,0.0,232.34,224.0604081632653,4.083333333333333,0.0,0.0,185.44833333333332,1.0,35.0
1363198,60104,56,6,2,M ,2 ,Sacramento                              ,CA  ,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363438,2644,23,2,1,M ,2 ,Corpus Christi                          ,TX  ,0,0,1,0,1,1,1,-421.02,161.16,118.24,177.59102040816327,4.083333333333333,126.81070175438596,28.5,109.10214285714285,1.1666666666666667,7.0
1363148,32551,47,7,5,M ,2 ,San Francisco                           ,CA  ,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363297,9351,46,6,0,F ,1 ,Tucson                                  ,AZ  ,1,1,0,0,0,1,1,-243.76,153.48,0.0,205.46404761904762,3.5,104.3825,16.0,0.0,0.0,12.0
1362851,51608,39,4,0,M ,1 ,Houston                                 ,TX  ,0,1,0,0,0,0,1,0.0,4035.62,0.0,0.0,0.0,349.30493670886074,9.875,0.0,0.0,0.0
1362664,30676,46,4,5,M ,4 ,Long Beach                              ,CA  ,0,0,0,0,0,1,1,-859.19,5771.2,0.0,294.1851515151515,5.5,283.8621621621622,8.222222222222221,0.0,0.0,39.0
1363383,21751,64,4,0,M ,2 ,Denver                                  ,CO  ,0,0,1,0,0,1,0,-67.79,0.0,0.0,156.43285714285713,0.5833333333333334,0.0,0.0,0.0,0.0,22.0
1363335,2807,54,2,0,F ,2 ,Minneapolis                             ,MN  ,1,0,1,0,0,1,1,-319.25,393.18,0.0,139.19804347826087,3.8333333333333335,127.341,16.666666666666668,0.0,0.0,5.0
1363089,30500,57,7,2,F ,2 ,Austin                                  ,TX  ,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362736,20358,42,2,0,F ,1 ,Washington                              ,DC  ,1,1,0,0,1,1,1,-125.53,2268.11,2163.95,184.18451612903226,2.5833333333333335,125.86777777777777,1.5,0.0,0.0,21.0
1362645,57194,31,1,3,M ,4 ,Los Angeles                             ,CA  ,0,0,0,0,0,0,1,-2602.12,523.59,0.0,416.09424242424245,3.6666666666666665,264.28907407407405,18.0,0.0,0.0,83.0
1362990,0,16,1,0,F ,1 ,Houston                                 ,TX  ,1,1,0,0,1,1,0,-871.42,2300.6,484.44,214.39070422535212,5.916666666666667,171.49986666666666,75.0,128.82863636363638,1.8333333333333333,9.0
1362849,22001,44,4,0,F ,1 ,Nashville                               ,TN  ,1,1,0,0,0,1,1,-368.7,264.06,0.0,243.96057142857143,5.833333333333333,130.25,19.333333333333332,0.0,0.0,25.0
1362765,2769,18,3,0,F ,1 ,San Francisco                           ,CA  ,1,1,0,0,0,1,1,-370.26,2000.66,1078.96,210.39402985074628,5.583333333333333,179.74882352941177,22.666666666666668,134.8238888888889,9.0,6.0
1362912,29064,35,5,3,M ,2 ,New York City                           ,NY  ,0,0,1,0,0,1,1,-1437.95,332.26,0.0,110.511875,2.6666666666666665,146.9178947368421,28.5,0.0,0.0,43.0
1363051,0,14,6,0,M ,1 ,Oklahoma City                           ,OK  ,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363484,10244,52,2,0,F ,1 ,Minneapolis                             ,MN  ,1,1,0,0,0,1,1,-132.39,1286.43,0.0,185.66486486486485,3.0833333333333335,129.6706779661017,9.833333333333334,0.0,0.0,11.0
1362832,56597,31,1,2,F ,2 ,Detroit                                 ,MI  ,1,0,1,0,0,1,1,-2468.25,776.14,0.0,331.0,14.5,359.552,4.090909090909091,0.0,0.0,81.0
1362580,29363,36,6,3,F ,4 ,Sacramento                              ,CA  ,1,0,0,0,1,1,1,-1357.42,260.21,261.02,126.53272727272727,2.75,173.15595744680851,11.75,164.22222222222223,0.75,43.0
1363005,6144,22,1,0,F ,2 ,Dallas                                  ,TX  ,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362492,40252,40,0,5,F ,3 ,Houston                                 ,TX  ,1,0,0,1,0,1,1,-1411.78,2719.24,0.0,228.81034482758622,5.8,336.7136764705882,7.555555555555555,0.0,0.0,54.0
1362485,22690,25,4,0,F ,1 ,New York City                           ,NY  ,1,1,0,0,0,1,1,-674.1,364.23,0.0,183.03115942028987,5.75,172.88423728813558,29.5,0.0,0.0,30.0
1363092,6809,60,0,0,F ,1 ,Mesa                                    ,AZ  ,1,1,0,0,1,0,1,0.0,162.48,182.51,0.0,0.0,114.84459016393443,15.25,137.37181818181818,0.9166666666666666,0.0
1363301,39991,40,0,0,F ,1 ,Tucson                                  ,AZ  ,1,1,0,0,1,0,1,0.0,4550.98,503.43,0.0,0.0,238.2054411764706,7.555555555555555,228.91473684210527,1.5833333333333333,0.0
1362702,19789,39,9,0,M ,1 ,Louisville                              ,KY  ,0,1,0,0,1,0,1,0.0,238.7,328.33,0.0,0.0,135.1936,16.666666666666668,110.90882352941176,1.4166666666666667,0.0
1362547,30413,37,3,0,M ,2 ,New York City                           ,NY  ,0,0,1,0,0,1,0,-1295.82,0.0,0.0,235.55241935483872,6.888888888888889,0.0,0.0,0.0,0.0,43.0
1363199,0,16,1,0,M ,1 ,Sacramento                              ,CA  ,0,1,0,0,1,1,0,-335.94,1492.86,366.22,208.83666666666667,1.75,200.50571428571428,1.2727272727272727,177.93,0.6666666666666666,4.0
1363078,9622,46,6,1,M ,2 ,Honolulu                                ,HI  ,0,0,1,0,1,1,1,-640.45,174.64,256.43,208.126875,4.0,124.27352941176471,12.75,140.815625,1.4545454545454546,16.0
1363476,9916,33,3,2,F ,2 ,Columbus                                ,OH  ,1,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362769,27885,34,3,0,F ,1 ,San Francisco                           ,CA  ,1,1,0,0,0,1,0,-416.0,0.0,0.0,216.0909756097561,5.125,0.0,0.0,0.0,0.0,32.0
1362506,76087,52,2,1,M ,2 ,San Francisco                           ,CA  ,0,0,1,0,0,1,0,-785.07,0.0,0.0,579.8103571428571,4.0,0.0,0.0,0.0,0.0,83.0
1363491,0,14,6,0,M ,1 ,Honolulu                                ,HI  ,0,1,0,0,0,0,0,0.0,0.0,207.2,0.0,0.0,0.0,0.0,187.52357142857142,3.5,0.0
1363318,7751,41,1,2,F ,4 ,Corpus Christi                          ,TX  ,1,0,0,0,0,0,1,0.0,1013.91,0.0,0.0,0.0,150.06084745762712,9.833333333333334,0.0,0.0,0.0
1362933,19823,55,5,1,M ,2 ,Portland                                ,OR  ,0,0,1,0,1,1,1,-714.57,128.6,197.58,177.12585365853658,3.4166666666666665,108.06655172413794,11.6,135.115,0.5,26.0
1362708,15246,29,4,0,M ,1 ,New York City                           ,NY  ,0,1,0,0,1,1,1,-904.49,105.9,4420.85,84.30242424242424,2.75,83.33593220338983,29.5,113.11083333333333,2.0,24.0
1363280,7571,23,2,1,F ,4 ,Memphis                                 ,TN  ,1,0,0,0,1,1,1,-280.33,177.36,1219.73,164.37279411764706,5.666666666666667,139.4622033898305,19.666666666666668,142.87818181818182,1.8333333333333333,10.0
1363421,1982,28,7,0,M ,1 ,Oakland                                 ,CA  ,0,1,0,0,1,1,1,-1042.91,1142.59,180.58,248.68055555555554,4.5,146.16,13.8,115.28117647058824,1.4166666666666667,12.0
1363400,49258,49,9,0,F ,2 ,New York City                           ,NY  ,1,0,1,0,1,1,1,-1576.04,628.95,347.46,281.4818032786885,5.083333333333333,395.37589285714284,56.0,197.2875,3.0,64.0
1362837,22322,50,0,0,M ,2 ,Phoenix                                 ,AZ  ,0,0,1,0,1,1,1,-417.75,2036.0,533.55,98.44625,2.6666666666666665,138.01963636363635,4.583333333333333,301.799,0.8333333333333334,26.0
1363413,9146,80,0,0,M ,4 ,Jacksonville                            ,FL  ,0,0,0,0,0,0,1,0.0,113.37,0.0,0.0,0.0,92.88076923076923,10.4,0.0,0.0,0.0
1363295,4391,66,6,0,F ,4 ,Phoenix                                 ,AZ  ,1,0,0,0,1,1,0,-965.81,37.5,245.44,76.39266666666667,2.5,84.62695652173913,2.090909090909091,146.73363636363635,0.9166666666666666,14.0
